transaction_id,user_id,género,linea_tc,interes_tc,monto,fecha,hora,dispositivo,establecimiento,ciudad,status_txn,is_prime,dcto,cashback,fraude
66,1482,F,50000,58,1.0,02/01/20,4,0,Tienda departamental,Guadalajara,Aceptada,False,0.0,0.03,False
67,1589,M,76000,47,803.48,02/01/20,4,0,Compra en línea,Guadalajara,Aceptada,False,0.0,24.1,False
68,1603,F,54000,54,183.34,02/01/20,4,0,Abarrotes,Tijuana,Aceptada,False,0.0,5.5,False
69,1692,M,99000,60,611.74,02/01/20,4,0,Compra en línea,Nezahualcóyotl,Aceptada,False,0.0,18.35,False
70,1753,F,86000,64,250.97,02/01/20,4,0,Abarrotes,Tijuana,Aceptada,False,0.0,7.53,False
71,2019,F,54000,33,642.12,02/01/20,4,0,Supermercado,Guadalajara,Rechazada,False,0.0,44.95,True
72,2267,M,58000,37,371.35,02/01/20,4,0,Compra en línea,Monterrey,En proceso,False,18.57,11.14,False
73,2359,N,28000,59,298.4,02/01/20,4,0,Farmacia,Guadalajara,Aceptada,False,0.0,8.95,False
74,2384,F,75000,37,440.68,02/01/20,4,0,Compra en línea,Nezahualcóyotl,Aceptada,True,0.0,13.22,False
75,2445,M,81000,44,129.28,02/01/20,4,0,Tienda departamental,Nezahualcóyotl,Aceptada,False,0.0,6.46,False
76,2535,N,45000,34,619.96,02/01/20,4,0,,Monterrey,Rechazada,False,0.0,18.6,False
77,2751,M,80000,43,621.34,02/01/20,4,0,Supermercado,Monterrey,Aceptada,True,0.0,18.64,False
78,2765,N,46000,37,1.0,02/01/20,4,0,Abarrotes,Ciudad de México,Aceptada,False,0.0,0.03,False
79,2960,F,35000,60,649.7,02/01/20,4,0,Tienda departamental,Tijuana,Aceptada,False,0.0,19.49,False
80,3436,M,46000,46,1273.74,02/01/20,4,0,Supermercado,Tijuana,Aceptada,False,0.0,38.21,False
81,3527,F,33000,49,329.49,02/01/20,4,0,Compra en línea,Monterrey,En proceso,False,0.0,16.47,False
82,3586,F,84000,51,803.57,02/01/20,4,0,Abarrotes,Ciudad de México,Aceptada,False,0.0,24.11,False
83,3600,M,55000,35,442.41,02/01/20,4,0,Supermercado,Toluca,Aceptada,False,0.0,22.12,False
84,3648,F,83000,51,510.51,02/01/20,4,0,Tienda departamental,Monterrey,Aceptada,False,25.53,15.32,False
85,3760,M,85000,62,611.91,02/01/20,4,0,Farmacia,Monterrey,En proceso,False,0.0,30.6,False
86,3973,M,61000,61,351.97,02/01/20,4,0,Supermercado,Nezahualcóyotl,Aceptada,False,0.0,17.6,True
87,120,M,70000,35,593.96,02/01/20,5,0,,Ciudad de México,Aceptada,True,0.0,17.82,False
88,203,M,28000,49,1112.54,02/01/20,5,0,,Guadalajara,Aceptada,False,0.0,33.38,False
89,665,M,57000,51,529.45,02/01/20,5,0,Farmacia,Monterrey,Aceptada,True,0.0,15.88,False
90,842,N,97000,44,737.47,02/01/20,5,0,Compra en línea,Tijuana,Aceptada,False,0.0,51.62,True
91,919,F,79000,35,792.09,02/01/20,5,0,Abarrotes,Guadalajara,En proceso,False,0.0,23.76,False
92,1023,M,37000,52,731.27,02/01/20,5,0,Farmacia,Monterrey,Aceptada,False,0.0,21.94,False
93,1039,M,90000,48,587.5,02/01/20,5,0,Tienda departamental,Monterrey,Aceptada,True,29.38,17.63,False
94,1068,F,29000,50,479.67,02/01/20,5,0,Farmacia,Ciudad de México,En proceso,False,0.0,14.39,False
95,1083,M,25000,44,275.88,02/01/20,5,0,Compra en línea,Monterrey,Aceptada,False,0.0,13.79,False
96,1192,F,54000,50,958.9,02/01/20,5,0,Compra en línea,Ciudad de México,Aceptada,False,0.0,28.77,False
97,1304,M,67000,60,758.14,02/01/20,5,0,Farmacia,Ciudad de México,Aceptada,False,0.0,22.74,False
98,1381,M,91000,46,480.4,02/01/20,5,0,Supermercado,Guadalajara,Aceptada,False,0.0,14.41,False
99,1446,M,36000,61,489.87,02/01/20,5,0,Compra en línea,Monterrey,Rechazada,False,24.49,14.7,False
100,1743,M,35000,64,990.53,02/01/20,5,0,Farmacia,Guadalajara,Aceptada,False,0.0,29.72,False
101,1766,N,39000,37,401.03,02/01/20,5,0,Compra en línea,Tijuana,Aceptada,False,0.0,12.03,False
102,2078,M,40000,37,696.09,02/01/20,5,0,Tienda departamental,Monterrey,Aceptada,False,0.0,48.73,False
103,2085,N,88000,43,502.38,02/01/20,5,0,Farmacia,Guadalajara,Aceptada,False,0.0,15.07,False
104,2363,M,29000,63,833.3,02/01/20,5,0,Tienda departamental,Toluca,Aceptada,False,0.0,25.0,False
105,2640,M,81000,51,848.99,02/01/20,5,0,Tienda departamental,Cancún,Aceptada,False,0.0,25.47,False
106,2671,N,87000,51,116.57,02/01/20,5,0,Abarrotes,Nezahualcóyotl,Aceptada,False,0.0,3.5,False
107,2868,F,31000,44,575.05,02/01/20,5,0,Abarrotes,Tijuana,En proceso,True,0.0,17.25,False
108,2923,M,55000,32,755.46,02/01/20,5,0,Farmacia,Monterrey,Aceptada,False,37.77,22.66,False
109,3106,F,51000,46,550.76,02/01/20,5,0,Tienda departamental,Nezahualcóyotl,En proceso,False,0.0,16.52,False
110,3346,F,54000,55,622.03,02/01/20,5,0,Compra en línea,Tijuana,En proceso,True,31.1,18.66,False
111,3413,N,49000,61,176.95,02/01/20,5,0,Compra en línea,Monterrey,Aceptada,False,0.0,5.31,False
112,3492,F,59000,32,231.83,02/01/20,5,0,Compra en línea,Guadalajara,Aceptada,False,11.59,6.95,False
113,3703,F,74000,52,392.1,02/01/20,5,0,Compra en línea,Monterrey,En proceso,True,19.61,11.76,False
114,96,F,64000,41,939.41,02/01/20,6,0,Compra en línea,Monterrey,Aceptada,False,0.0,28.18,False
115,186,M,54000,48,640.34,02/01/20,6,0,Compra en línea,Ciudad de México,Aceptada,False,0.0,19.21,False
116,250,M,55000,43,258.59,02/01/20,6,0,Abarrotes,Guadalajara,Aceptada,False,0.0,12.93,False
117,467,F,42000,33,500.3,02/01/20,6,0,Compra en línea,Ciudad de México,Aceptada,True,0.0,25.02,False
118,522,N,79000,51,319.44,02/01/20,6,0,Compra en línea,Ciudad de México,Aceptada,False,0.0,9.58,False
119,617,F,85000,59,1021.71,02/01/20,6,0,Tienda departamental,Guadalajara,Aceptada,False,51.09,30.65,False
120,681,N,33000,33,385.95,02/01/20,6,0,Compra en línea,Tijuana,En proceso,False,0.0,19.3,False
121,785,F,46000,51,302.24,02/01/20,6,0,,Nezahualcóyotl,En proceso,False,0.0,9.07,False
122,1030,M,32000,39,259.3,02/01/20,6,0,,Monterrey,Aceptada,False,12.97,7.78,False
123,1107,M,52000,58,311.52,02/01/20,6,0,Tienda departamental,Nezahualcóyotl,En proceso,True,0.0,9.35,False
124,2034,M,65000,48,642.63,02/01/20,6,0,Tienda departamental,Guadalajara,En proceso,True,0.0,19.28,False
125,2160,M,80000,62,316.79,02/01/20,6,0,,Toluca,En proceso,True,0.0,15.84,False
126,2193,F,33000,40,1040.0,02/01/20,6,0,Tienda departamental,Monterrey,Aceptada,False,0.0,31.2,False
127,2226,M,50000,50,478.47,02/01/20,6,0,Supermercado,Monterrey,Aceptada,False,23.92,14.35,False
128,2339,N,35000,32,929.29,02/01/20,6,0,Farmacia,Guadalajara,Aceptada,True,46.46,27.88,False
129,2589,F,91000,51,721.23,02/01/20,6,0,Compra en línea,Guadalajara,En proceso,False,0.0,21.64,False
130,2970,M,52000,35,654.7,02/01/20,6,0,Farmacia,Tijuana,En proceso,False,32.74,19.64,False
131,3151,N,86000,46,630.81,02/01/20,6,0,Supermercado,Monterrey,En proceso,True,31.54,31.54,False
132,3427,M,58000,36,359.18,02/01/20,6,0,Farmacia,Nezahualcóyotl,Aceptada,False,0.0,10.78,False
133,3642,F,26000,51,279.04,02/01/20,6,0,Compra en línea,Ciudad de México,En proceso,True,0.0,8.37,False
134,3826,F,71000,63,380.09,02/01/20,6,0,Supermercado,Monterrey,Aceptada,False,0.0,11.4,False
135,74,F,43000,38,418.56,02/01/20,7,0,Compra en línea,Nezahualcóyotl,En proceso,False,0.0,12.56,False
136,287,M,86000,44,879.54,02/01/20,7,0,Abarrotes,Guadalajara,Aceptada,False,43.98,61.57,False
137,406,N,61000,48,986.61,02/01/20,7,0,Compra en línea,Monterrey,Aceptada,False,0.0,29.6,False
138,484,M,29000,58,655.79,02/01/20,7,0,Tienda departamental,Ciudad de México,Aceptada,False,0.0,19.67,True
139,749,M,59000,54,563.78,02/01/20,7,0,Tienda departamental,Monterrey,Aceptada,False,0.0,16.91,False
140,1018,F,35000,60,236.63,02/01/20,7,0,Farmacia,Guadalajara,Rechazada,False,0.0,7.1,False
141,1036,F,87000,47,172.73,02/01/20,7,0,Tienda departamental,Guadalajara,Aceptada,False,0.0,5.18,False
142,1104,F,57000,48,307.37,02/01/20,7,0,Compra en línea,Tijuana,Rechazada,False,0.0,9.22,False
143,1187,F,51000,60,421.17,02/01/20,7,0,Farmacia,Monterrey,Aceptada,False,0.0,12.64,False
144,1193,M,41000,63,366.04,02/01/20,7,0,Tienda departamental,Guadalajara,Aceptada,False,18.3,10.98,False
145,1338,M,63000,49,952.6,02/01/20,7,0,Tienda departamental,Ciudad de México,Aceptada,False,0.0,28.58,False
146,1643,M,43000,52,332.61,02/01/20,7,0,Tienda departamental,Monterrey,Aceptada,False,16.63,9.98,False
147,1739,M,42000,55,474.36,02/01/20,7,0,,Guadalajara,Aceptada,False,23.72,14.23,False
148,1854,M,46000,53,784.54,02/01/20,7,0,Tienda departamental,Nezahualcóyotl,Aceptada,False,0.0,23.54,False
149,1872,M,76000,42,304.57,02/01/20,7,0,Abarrotes,Ciudad de México,En proceso,False,0.0,9.14,False
150,1976,F,57000,46,7.36,02/01/20,7,0,Tienda departamental,Monterrey,En proceso,False,0.0,0.22,False
151,2046,M,60000,34,991.32,02/01/20,7,0,Farmacia,Nezahualcóyotl,En proceso,False,0.0,29.74,False
152,2085,N,88000,43,549.34,02/01/20,7,0,Farmacia,Guadalajara,Aceptada,False,0.0,27.47,False
153,2095,F,51000,62,522.19,02/01/20,7,0,Tienda departamental,Nezahualcóyotl,Aceptada,False,0.0,15.67,False
154,2153,F,82000,63,509.91,02/01/20,7,0,,Nezahualcóyotl,Aceptada,False,25.5,15.3,False
155,2610,M,48000,33,421.1,02/01/20,7,0,Tienda departamental,Toluca,Aceptada,False,0.0,12.63,False
156,2640,M,81000,51,697.68,02/01/20,7,0,Tienda departamental,Cancún,En proceso,False,0.0,20.93,False
157,3069,F,27000,51,197.48,02/01/20,7,0,Compra en línea,Guadalajara,Aceptada,False,0.0,5.92,False
158,3123,M,43000,42,686.75,02/01/20,7,0,Compra en línea,Monterrey,En proceso,False,0.0,20.6,False
159,3168,F,94000,55,754.27,02/01/20,7,0,Tienda departamental,Monterrey,En proceso,True,0.0,22.63,False
160,3255,M,66000,41,773.62,02/01/20,7,0,Compra en línea,Ciudad de México,Aceptada,False,0.0,23.21,False
161,3339,F,78000,58,253.15,02/01/20,7,0,Farmacia,Nezahualcóyotl,Aceptada,False,0.0,7.59,False
162,3576,F,55000,48,509.68,02/01/20,7,0,Supermercado,Nezahualcóyotl,En proceso,False,0.0,15.29,False
163,3659,M,29000,59,574.85,02/01/20,7,0,Tienda departamental,Monterrey,Aceptada,False,28.74,17.25,False
164,3682,M,78000,37,560.89,02/01/20,7,0,Supermercado,Ciudad de México,Aceptada,True,0.0,16.83,False
165,3698,F,73000,45,498.47,02/01/20,7,0,Supermercado,Guadalajara,Aceptada,False,0.0,14.95,False
166,3810,N,30000,36,586.16,02/01/20,7,0,Tienda departamental,Nezahualcóyotl,Aceptada,True,0.0,17.58,False
167,3866,M,93000,45,307.8,02/01/20,7,0,Abarrotes,Guadalajara,En proceso,False,0.0,9.23,False
168,13,F,34000,48,371.69,02/01/20,8,0,,Tijuana,Aceptada,True,0.0,11.15,False
169,36,N,94000,42,874.41,02/01/20,8,0,Supermercado,Ciudad de México,Rechazada,False,0.0,26.23,False
170,38,F,39000,34,552.14,02/01/20,8,0,Tienda departamental,Guadalajara,Aceptada,False,0.0,16.56,False
171,100,M,98000,43,1079.48,02/01/20,8,0,Tienda departamental,Tijuana,Aceptada,False,0.0,32.38,False
172,128,M,99000,56,885.15,02/01/20,8,0,Compra en línea,Monterrey,Aceptada,False,0.0,26.55,False
173,169,F,28000,63,367.43,02/01/20,8,0,,Ciudad de México,Aceptada,False,0.0,18.37,False
174,196,M,66000,58,227.78,02/01/20,8,0,Supermercado,Ciudad de México,Aceptada,False,0.0,6.83,False
175,574,F,50000,34,183.46,02/01/20,8,0,Compra en línea,Toluca,Aceptada,True,0.0,5.5,False
176,578,M,77000,41,188.06,02/01/20,8,0,Tienda departamental,Nezahualcóyotl,Aceptada,False,0.0,5.64,False
177,621,F,37000,52,357.11,02/01/20,8,0,,Guadalajara,Aceptada,False,0.0,17.86,True
178,691,F,82000,57,1.0,02/01/20,8,0,Compra en línea,Monterrey,Aceptada,False,0.0,0.03,False
179,726,M,87000,34,241.41,02/01/20,8,0,Compra en línea,Monterrey,En proceso,True,0.0,7.24,False
180,732,N,86000,49,1182.79,02/01/20,8,0,Compra en línea,Nezahualcóyotl,Aceptada,True,0.0,59.14,False
181,751,N,65000,64,328.97,02/01/20,8,0,Supermercado,Toluca,Aceptada,False,16.45,9.87,False
182,785,F,46000,51,473.32,02/01/20,8,0,Compra en línea,Nezahualcóyotl,Aceptada,False,0.0,23.67,False
183,802,F,61000,45,766.81,02/01/20,8,0,,Monterrey,Aceptada,False,38.34,23.0,False
184,879,M,34000,32,614.36,02/01/20,8,0,Supermercado,Toluca,Rechazada,False,0.0,18.43,False
185,899,M,84000,59,1.0,02/01/20,8,0,,Monterrey,Aceptada,False,0.05,0.03,False
186,987,M,70000,42,644.84,02/01/20,8,0,Abarrotes,Monterrey,Aceptada,False,0.0,19.35,False
187,1000,N,72000,52,1.0,02/01/20,8,0,Compra en línea,Ciudad de México,Aceptada,False,0.0,0.03,False
188,1052,F,73000,33,226.52,02/01/20,8,0,Supermercado,Guadalajara,Aceptada,False,0.0,11.33,False
189,1057,N,37000,51,757.17,02/01/20,8,0,Abarrotes,Guadalajara,En proceso,False,0.0,37.86,False
190,1097,M,77000,43,549.14,02/01/20,8,0,Abarrotes,Nezahualcóyotl,Aceptada,False,0.0,16.47,False
191,1174,N,99000,53,420.2,02/01/20,8,0,Compra en línea,Monterrey,Aceptada,True,0.0,12.61,False
192,1398,N,42000,38,758.57,02/01/20,8,0,Farmacia,Toluca,En proceso,False,0.0,37.93,False
193,1594,F,91000,40,608.74,02/01/20,8,0,Supermercado,Guadalajara,Aceptada,False,30.44,18.26,False
194,1760,F,71000,59,654.15,02/01/20,8,0,Supermercado,Guadalajara,Aceptada,False,0.0,19.62,False
195,1821,M,28000,44,631.89,02/01/20,8,0,Compra en línea,Nezahualcóyotl,Aceptada,False,0.0,18.96,False
196,1987,M,28000,41,275.78,02/01/20,8,0,Tienda departamental,Ciudad de México,Aceptada,False,0.0,19.3,False
197,2023,M,33000,40,781.49,02/01/20,8,0,Compra en línea,Nezahualcóyotl,Aceptada,False,0.0,23.44,False
198,2243,M,99000,51,204.49,02/01/20,8,0,Farmacia,Monterrey,Aceptada,False,0.0,10.22,False
199,2348,F,87000,50,803.14,02/01/20,8,0,Farmacia,Guadalajara,Aceptada,False,0.0,24.09,False
200,2392,N,86000,52,1091.09,02/01/20,8,0,Supermercado,Guadalajara,Aceptada,False,0.0,32.73,False
201,2433,M,84000,60,780.79,02/01/20,8,0,Abarrotes,Guadalajara,Rechazada,True,39.04,23.42,False
202,2547,M,91000,56,930.02,02/01/20,8,0,Farmacia,Monterrey,Aceptada,False,0.0,46.5,False
203,2621,F,62000,51,233.71,02/01/20,8,0,Tienda departamental,Monterrey,Aceptada,False,0.0,7.01,False
204,2626,M,75000,54,158.48,02/01/20,8,0,Tienda departamental,Ciudad de México,Aceptada,True,0.0,4.75,False
205,2785,M,80000,49,368.51,02/01/20,8,0,Supermercado,Monterrey,Rechazada,False,0.0,11.06,False
206,3129,M,67000,43,444.25,02/01/20,8,0,Farmacia,Tijuana,Aceptada,False,22.21,13.33,False
207,3308,F,72000,49,220.05,02/01/20,8,0,Tienda departamental,Guadalajara,En proceso,False,11.0,6.6,False
208,3317,N,61000,46,724.02,02/01/20,8,0,Tienda departamental,Ciudad de México,En proceso,False,36.2,21.72,False
209,3546,F,28000,64,296.87,02/01/20,8,0,Tienda departamental,Nezahualcóyotl,Aceptada,False,0.0,8.91,False
210,3675,M,64000,48,675.83,02/01/20,8,0,Farmacia,Guadalajara,Rechazada,False,0.0,20.27,False
211,3697,M,67000,53,288.69,02/01/20,8,0,Compra en línea,Nezahualcóyotl,Rechazada,False,0.0,8.66,False
212,3775,M,94000,53,265.99,02/01/20,8,0,Compra en línea,Ciudad de México,Aceptada,False,0.0,7.98,False
213,3991,N,75000,36,907.98,02/01/20,8,0,Compra en línea,Ciudad de México,Aceptada,False,45.4,45.4,False
214,121,F,26000,47,609.02,02/01/20,9,0,Tienda departamental,Guadalajara,Aceptada,False,0.0,18.27,False
215,148,F,27000,44,401.33,02/01/20,9,0,Abarrotes,Tijuana,Aceptada,False,0.0,12.04,False
216,214,F,74000,45,512.77,02/01/20,9,0,Supermercado,Nezahualcóyotl,Rechazada,False,0.0,25.64,False
217,257,F,68000,56,706.71,02/01/20,9,0,Tienda departamental,Ciudad de México,Rechazada,False,0.0,21.2,False
218,267,F,52000,54,626.12,02/01/20,9,0,Supermercado,Cancún,Aceptada,False,0.0,18.78,False
219,269,F,58000,50,18.11,02/01/20,9,0,Compra en línea,Guadalajara,Aceptada,True,0.0,0.54,False
220,316,M,81000,40,570.11,02/01/20,9,0,Supermercado,Monterrey,Aceptada,True,0.0,17.1,True
221,322,M,44000,52,900.39,02/01/20,9,0,Tienda departamental,Nezahualcóyotl,Aceptada,False,45.02,27.01,False
222,1036,F,87000,47,471.93,02/01/20,9,0,,Toluca,Aceptada,False,0.0,14.16,False
223,1061,M,96000,43,858.43,02/01/20,9,0,,Ciudad de México,Aceptada,False,42.92,25.75,False
224,1095,F,44000,49,74.93,02/01/20,9,0,Abarrotes,Ciudad de México,En proceso,False,0.0,2.25,False
225,1101,F,74000,50,537.38,02/01/20,9,0,Tienda departamental,Ciudad de México,En proceso,False,26.87,16.12,False
226,1145,M,36000,58,289.3,02/01/20,9,0,Tienda departamental,Ciudad de México,Rechazada,False,0.0,8.68,False
227,1331,F,69000,57,745.47,02/01/20,9,0,Abarrotes,Tijuana,Aceptada,False,37.27,22.36,False
228,1361,F,28000,52,672.8,02/01/20,9,0,Abarrotes,Guadalajara,Rechazada,False,0.0,20.18,False
229,1389,F,39000,40,579.15,02/01/20,9,0,Tienda departamental,Nezahualcóyotl,Aceptada,False,0.0,17.37,False
230,1476,N,75000,49,692.37,02/01/20,9,0,Tienda departamental,Monterrey,Rechazada,False,0.0,20.77,True
231,1532,M,92000,37,469.72,02/01/20,9,0,Compra en línea,Monterrey,Aceptada,False,23.49,14.09,False
232,1598,F,60000,58,598.66,02/01/20,9,0,Compra en línea,Toluca,Aceptada,False,0.0,17.96,False
233,1687,F,26000,52,276.2,02/01/20,9,0,Compra en línea,Ciudad de México,Aceptada,False,0.0,8.29,False
234,1714,M,29000,50,964.04,02/01/20,9,0,Tienda departamental,Toluca,En proceso,False,0.0,28.92,False
235,1799,F,93000,38,961.35,02/01/20,9,0,Compra en línea,Tijuana,Aceptada,False,0.0,28.84,False
236,1916,M,68000,50,589.22,02/01/20,9,0,Compra en línea,Nezahualcóyotl,Aceptada,False,29.46,17.68,True
237,1954,N,28000,46,682.72,02/01/20,9,0,Farmacia,Guadalajara,Aceptada,False,0.0,20.48,False
238,1974,M,28000,58,1190.73,02/01/20,9,0,Compra en línea,Guadalajara,Aceptada,False,0.0,35.72,False
239,1974,M,28000,58,784.87,02/01/20,9,0,Supermercado,Nezahualcóyotl,Aceptada,False,0.0,23.55,False
240,2007,F,29000,53,1010.36,02/01/20,9,0,Tienda departamental,Ciudad de México,Aceptada,False,0.0,50.52,False
241,2117,F,38000,58,378.38,02/01/20,9,0,Abarrotes,Monterrey,Aceptada,False,0.0,11.35,False
242,2249,M,55000,56,957.26,02/01/20,9,0,Abarrotes,Monterrey,Aceptada,False,0.0,28.72,False
